sepal_length,sepal_width,petal_length,petal_width
6.8535537646548494,2.723055387383435,5.685961059531472,2.331592304573926
6.52950644402988,3.030023244599162,5.33271103108052,2.03822544469284
6.730099486975522,3.105027973373952,6.355759937332637,2.2932593147488425
6.491216544713481,3.214396694120132,5.341188663546486,2.177690161194352
6.223241844205841,2.7627826841565755,6.1056624182756245,2.204748493419509
6.573799335866738,2.9467531127461974,5.753991188659173,2.0310476503341217
6.7247931715730696,2.959468415763128,6.167450384830317,2.066366368062954
6.1165716214444865,3.087455742918413,6.20136397114098,2.187767048991997
6.7950400293530295,3.2995979528958514,6.3687081420855565,2.307508210841548
6.811462436581723,2.8485713323193433,6.186905972590777,2.158244935900733
7.10059208282687,2.748856613224161,5.725574827892362,2.2245698145807395
6.376703069212014,2.8263475143029657,5.907866646987711,2.3126038824350608
6.688290174826255,2.8406693092848236,6.068665215467488,2.093035034659608
6.077763071801252,3.114400809263233,6.197633205492157,2.191877356986493
6.540809331079969,2.8816485422827394,5.793756897527637,2.038072519125459
7.092580078587888,3.180216392193958,5.994848750553735,2.216805523541138
6.879819877096354,2.9968543437514823,5.5679697334592575,2.050564663473336
6.691861265442349,3.2576554470159085,5.398197522065047,2.0592079398223553
6.413687843432395,3.1841396087518135,5.560950365606946,2.0917216868548123
6.655956178901684,3.021368869124599,5.289855622756473,2.015855590016082
6.6859168742401955,2.9790741594886674,6.346333542243411,2.278553820721229
5.863095760591201,2.988611267880277,5.700759604641156,2.0269540983972583
7.050171486633847,3.183006779449034,5.486899653767202,2.092631533890919
5.891623469315286,2.878030470947425,5.89816153033949,2.165171090890134
7.110032102835586,2.7336481015582024,5.906058984322852,2.357656153823101
6.474963186132639,2.701777632336238,5.501649739798479,2.1224583492939053
7.105792842924701,3.2470639691032197,6.321037785924851,2.343333721351466
6.307142054348075,3.2435258532577205,6.358754026886976,2.1340313774009796
6.188722755782384,3.0281497756693323,5.437096543414759,1.9943546574188074
7.07958052245063,3.2554443794648513,5.40867847036406,2.1594057086490768
6.930347207254491,3.0966001792925115,5.6779535106380274,2.3074352387604407
7.016161604673249,3.2556949983155206,5.659465549829739,2.0563666992320404
7.036690515652168,2.755533267516617,6.057158533824669,2.041818818538753
6.356202911067999,2.9469334479270164,5.404159181530017,2.3859798309629094
5.853468618412072,3.236285125929978,6.245242015231563,2.119464007627121
6.765569550843058,2.8516853467789893,6.100177332214569,2.226892686386607
6.2402930905219565,2.9401408521825925,6.020270929396548,2.3786828778432647
6.019944471537457,3.042818381801494,5.514325871370256,2.3326037899452023
5.941308497630326,3.113373474102702,5.422937375881594,2.242409584097421
6.9364003633505,3.1530483972730075,6.093413749713019,2.2078519373622383
7.007969269404638,3.052863118945199,6.284320843517501,2.220469881446264
6.507755231926003,2.833411811526189,5.851952518675037,2.0418573257495147
6.980597261637408,3.1055351332249765,6.372617120251812,2.0205228682278302
6.162874574798873,3.2262951625596834,5.678494755731944,2.185173315592035
6.968847453603903,3.0130939349699717,5.444431985320667,2.3724932507803036
5.890380153349943,3.2372377605860656,5.278603462939908,2.2729737204240563
5.943183193577935,3.1237277915790393,5.259406732746223,2.3506814001927467
6.45572713620898,2.756072347601327,6.039910556211766,2.1952876693016554
6.098233516538076,2.709403424333235,5.704877981281623,2.017676861520556
5.972420607721408,2.860397729017606,5.951331624801211,2.2131606677668176
5.939683500736285,3.281058765535482,6.249115678421726,2.09405921434387
6.009040148750783,3.265441718854194,5.754924462341612,2.1169134644994316
6.487465445714744,3.1636464867278473,5.415326946031543,2.3176981667440955
6.824280824314026,3.023608922904528,6.224377054949515,2.0381430863947387
6.624122708665375,2.969605831501093,5.709858850889565,2.0911268713585915
6.333963553852881,2.7648904536141994,5.511854804927197,2.099664647422357
6.786868227698181,2.729130256325318,5.975383077454998,2.0774203603090036
5.956419957691182,2.8804836966512606,5.480388528537179,2.222894245369534
6.314589324482351,3.2795962454449956,6.337717535293387,2.1752347184129057
6.883613698858337,2.707961124516525,5.855461438280771,2.307051635815071
6.132026193029536,2.736703053099566,5.400865965651488,2.174413158356497
6.50828284698314,2.928531073265261,5.73036956976916,2.186903382228084
6.850267660081426,2.7631451388465913,6.111982541904899,2.2829960130097993
6.814159052319214,3.140681031525194,5.765886506330069,2.073016081206796
6.547617575592345,3.2747892321654595,5.902689790416301,1.9848607438936223
5.927624176339307,3.295718060162131,5.30345777671775,2.0002598704197556
6.308931550166252,3.2815903219616023,5.589663178330125,2.160349017585119
6.6743001795711345,2.7144671035958385,6.2614057499222575,2.2085549277239505
6.456854177805275,3.2164359973239787,6.325568843655304,2.1663071019246076
6.0741734030812005,3.1894255620012437,5.687782088618085,2.391640037385177
7.084868678980278,2.7688974190328217,6.329602602106107,2.1420389431958533
6.690128272954348,2.7208500490404273,6.251105757937246,2.2623028249117407
6.6866208070433455,3.2413056959864903,5.809682722892517,2.1606273217595224
6.975967377980011,3.145452307122839,6.320811771359285,2.3936536330566343
6.347024013928312,2.968191774084851,5.516942546397303,2.27068507122097
6.323904561115552,3.171660387964603,5.360998882447856,2.0312172545129283
6.115791995845216,2.750575313062448,5.939236664906752,2.044835217047365
6.057951792707951,2.7085369342374994,6.1272244169633865,2.3374102643863317
6.060629141273772,3.1437146605603346,5.722912342862537,2.085421748504772
6.6577999904959775,2.8070904446082507,6.097984984877521,2.000950700131043
7.096870212806289,2.7431251522251747,5.89216016632848,2.376965487653847
5.865475809502206,2.9991086765934343,5.626008078600388,2.2353461637134804
6.143094602758956,2.738939530339035,5.946082322744499,2.1634136653770972
6.659231200318098,2.8263234881027057,5.612939865026039,2.227139811320429
6.621046611822146,2.923388884664559,5.544861718515205,2.1004282769749825
6.077109156847168,2.895242977397752,5.451350790935335,2.2588787787411757
6.589787097714717,2.9295532942025524,5.597962823127378,2.084550248085643
6.546095801647143,3.2513416586074126,6.015415539611166,2.30754247417565
6.9346912227533295,2.9109809840027094,5.292935907252805,2.2539258734615237
6.095273978596443,3.0414261899973996,6.077831870462195,2.324800852945048
6.242390856321769,3.0074599395415893,5.940319511681543,2.340571517548274
6.839805264636431,3.2927851925864227,5.229378224774813,2.172495353979779
6.182857832288967,2.771936032286924,6.277357780673934,2.4191033090821024
6.084775070276141,2.723060035680818,5.53906315930938,2.3473392439492144
6.232057108159112,2.734140888298573,5.280890933385514,2.1680660330425523
7.061373439980105,2.8715522649837792,5.71550290961321,2.0248508743683478
6.491644631249676,3.117928238571422,5.534534418965574,2.1105529757526216
6.944567533028152,2.7062182334083063,5.958306021918112,2.1533092393743116
6.237894667629909,3.0945562993463263,6.188215485276057,2.2256925311846167
5.890423008525973,2.9768407144953457,5.7568015314370085,2.2192713377140274
6.722246571356617,2.711591042120604,5.802334644303711,2.2388554185274603
6.296359402340868,3.1010191359542603,5.484686151869838,2.119643826549679
7.1015819516516245,2.908842222516684,5.621941029344264,2.242099479762171
7.112267928818079,3.2898482675718004,5.892403237864526,1.9804782887141705
7.02085351599892,3.0421427787462285,5.644555833616326,2.344845862047013
6.369782197155267,2.7204267037201584,6.172443778746141,2.2201781364486957
6.289586599691455,2.8505354258123106,5.908805052921894,2.0715418012190443
6.271006152524104,3.08191818564839,6.2425915624708805,2.214471744492304
6.83683831778882,3.157836362257825,5.990650585084888,2.088168868579428
6.976825177595314,2.96176539338374,5.271284462965412,2.0876295748305913
6.84521286032911,2.741480001490493,5.390942706499697,2.2854597990583505
7.010381026645803,3.0802392030345818,5.477857622442284,2.0035020558298013
6.649664557315404,2.7284391467586984,5.930757580252438,2.079255175430882
7.026052881131479,2.985055601092417,5.479768582639247,2.3553839392857805
6.18024601798176,2.8839594459149254,6.187762362904328,2.1158684931122624
6.383212899999828,2.90859940245532,5.355024368683236,1.9971141573886035
6.791902876279275,3.087082274361432,5.547544638360386,2.1100636149933467
7.078507517911286,3.2926026763400955,5.769184487751084,2.333078768011857
6.807691638630176,2.878390625707228,5.287932744203755,2.0427247531393737
6.939782352100993,3.1387282919977686,5.990628419576242,2.0374854859465255
6.681909893685682,3.1632913988958693,6.218298029837937,1.9858217628451922
6.739817632442021,2.7114585933619226,6.039972500830388,2.2596734004820824
6.042852221794664,3.159673050807078,5.299283237100041,2.343615460447639
6.190508018302698,3.113311117380399,6.291479635585369,2.1295238908563174
6.503762301322546,2.97787082037027,5.4028291649129265,2.2397372846159356
6.815902494077232,3.2501248973542913,6.206931017913434,2.204408527080334
6.784722300865515,3.1804700480243357,5.792446907936484,2.030788126709878
6.419309993001582,3.205486822920939,5.9121040302567325,2.2987616858841093
6.090848428798364,3.2786026609266035,5.688733414212239,2.267599629995801
5.874533930967787,2.7763915573531746,6.127159753066506,2.405906556028912
6.266071961572122,2.722308440964759,5.63860525829696,1.9876859773227613
6.1000850199412096,3.151483209032243,6.307022541803536,2.01847759712231
6.575271012453662,2.852328507674419,5.381308585920958,2.076351301152285
6.601091987747019,2.7390807008663764,5.723693571555364,2.0395002544202723
6.204480168112826,2.8144525978459587,6.244251579803841,2.2915249855833677
6.979001352631712,2.9300777007286154,5.583559503230258,2.1474583657550177
5.8741126544417295,3.1348225650891353,5.625736049998291,2.1178624735737883
6.627583384981692,2.96174994702589,6.357778307139722,2.136751338875473
6.648064594870288,2.8869906603657913,6.369090177044361,2.1758488552768567
6.674367454126843,2.776033002571606,6.070308089241844,2.0984524254652737
6.433197228678573,3.2298798373964743,6.345840917266717,2.166811724809757
6.93524346834085,2.732009396729916,6.203185874556705,2.256984541747166
6.485318018909083,3.2339782230823486,6.20059117810744,2.110655842219572
6.878934897048185,2.759694560197423,6.17440616514215,2.27720047193023
5.964226230211525,3.109848104084481,5.893402360944589,2.2416020445038196
6.228123115668608,2.8598983200077073,6.104540729982663,2.0929979316475853
6.430140927352868,3.116873399159271,5.312354851539827,2.241601288349129
6.616189284442553,3.1105372265328155,5.649116590554564,2.1775511005880896
6.278960108128102,3.1849009483132655,5.371508481641913,2.4036997395731454
6.675287002772983,3.232144034635305,5.714428491587126,2.1262027909724788
7.020943553161178,2.7593238173257815,5.355844388546122,2.1117125816532583
7.097707476296215,3.0798411659190643,5.862864688073861,2.290356787996385
6.3927169229016165,3.1548441008524795,5.676147609648537,2.343599801336844
6.197483606699456,2.8665279955788145,5.825964634295013,2.1695349096791636
